流水號,名稱與備註,教授,學分,時間,教室,選修別,全與半,分發條件內容
32011CI2019-A,結構學,陳鵬宇,3,二12/E-245四2/E-245四AB/E-245,工程一館-245,必修,半,"['系所:限土木工程學系。年級:限二年級。班別:限A。指定課程:必須先修CI2004。且檢定指定課程平均成績達50分以上。', '系所:限土木工程學系。年級:限三年級、四年級。指定課程:必須先修CI2004。且檢定指定課程平均成績達50分以上。', '系所:限工學院學士班。指定課程:必須先修CI2004。且檢定指定課程平均成績達50分以上。']"
32012CI2019-B,結構學,林子軒,3,二12/E-247四2/E-247四AB/E-247,工程一館-247,必修,半,"['系所:限土木工程學系。年級:限二年級。班別:限B。指定課程:必須先修CI2004。且檢定指定課程平均成績達50分以上。', '系所:限土木工程學系。年級:限三年級、四年級。指定課程:必須先修CI2004。且檢定指定課程平均成績達50分以上。', '系所:限工學院學士班。指定課程:必須先修CI2004。且檢定指定課程平均成績達50分以上。']"
32013CI2020-*,環境工程Environmental Engineering,林伯勳林進榮,3,三5/E3-107五56/E3-107,環工化工館-107,必修,半,"['系所:限土木工程學系。', '年級:限非一年級。', '系所:限工學院學士班。']"
32016CI3003-C,土壤力學,鐘志忠田永銘,3,二8/E-250五34/E-250,工程一館-250,必修,半,"['學制:限學士班。系所:限土木工程學系。年級:限二年級。指定課程:必須先修CI2004、先修CI2011。', '系所:限工學院學士班。指定課程:必須先修CI2004、先修CI2011。']"
32017CI3012-A,鋼筋混凝土設計Reinforced Concrete Design設計課程,蘇昱臻,3,一34/E-247三2/E-247,工程一館-247,選修,半,['系所:限土木工程學系。年級:限三年級、四年級。指定課程:必須先修CI3005。且檢定指定課程平均成績達60分以上。']
32018CI3025-*,工程數學,李顯智,3,三34/E-254四4/E-254,工程一館-254,選修,半,['指定課程:必須先修CI2018。']
32019CI3036-A,土木工程實驗ICivil Engineering Experiments I開學第一週請至E,朱佳仁,2,一789/E-137,工程一館-137,必修,半,"['系所:限土木工程學系。年級:限二年級。班別:限A。學號:限單號。', '系所:限工學院學士班。']"
32020CI3036-B,土木工程實驗ICivil Engineering Experiments I開學第一週請至E,王韡蒨,2,一789/E-246,工程一館-246,必修,半,"['系所:限土木工程學系。年級:限二年級。班別:限A。學號:限雙號。', '系所:限工學院學士班。']"
32021CI3036-C,土木工程實驗ICivil Engineering Experiments I開學第一週請至E,陳世晃許協隆,2,三789/E-247,工程一館-247,必修,半,"['系所:限土木工程學系。年級:限二年級。班別:限B。學號:限單號。', '系所:限工學院學士班。']"
32022CI3036-D,土木工程實驗ICivil Engineering Experiments I開學第一週請至E,周憲德,2,三789/E-137,工程一館-137,必修,半,"['系所:限土木工程學系。年級:限二年級。班別:限B。學號:限雙號。', '系所:限工學院學士班。']"
32023CI3039-*,航測概論Introduction to Photogrammetry,黃智遠,2,五56/R3-114,研究中心大樓二期館-114,選修,半,"['系所:限土木工程學系。', '年級:限非一年級。', '指定課程:必須先修CI1009、先修CI1010。', '系所:限土木工程學系。', '年級:限非一年級。', '指定課程:必須先修CI1001、先修CI1003。']"
32025CI3056-*,水資源工程Water Resources Engineering設計課程,朱佳仁,3,一2/E-247五34/E-247,工程一館-247,選修,半,['系所:限土木工程學系。年級:限三年級、四年級。']
32026CI3064-*,衛星導航通論Introduction to Global Navigation Satellite System,曾國欣,3,三5/R2-115四67/R3-110,研究中心大樓二期館-110,選修,半,"['系所:限土木工程學系。年級:限三年級、四年級。', '學制:限學士班。年級:限三年級、四年級。']"
32027CI3069-*,循環經濟材料於道路工程之再利用Reuse of Circular Economy Materials in Road Engineering,何旻哲,3,三678/E-250,工程一館-250,選修,半,"['系所:限土木工程學系。年級:限三年級、四年級。', '學制:限學士班。年級:限三年級、四年級。']"
32028CI3070-*,土木工程實習IIIInternship of Civil Engineering III期中實習,鐘志忠蘇昱臻陳鵬宇林子軒林志軒許協隆,4,,,選修,半,['系所:限土木工程學系。年級:限四年級。']
32029CI3071-*,雲端地理資訊系統通論Introduction to Cloud,黃智遠,3,一34/R3-114三2/R3-114,研究中心大樓二期館-114,選修,半,"['系所:限土木工程學系。年級:限二年級、三年級。', '系所:限土木工程學系。年級:限四年級。']"
32030CI4010-*,營建管理Construction Management,陳介豪楊智斌,3,三34/E6-A413四5/E6-A413,工程五館-A413,必修,半,"['系所:限土木工程學系。年級:限四年級。', '系所:限土木工程學系。年級:限三年級。', '系所:限工學院學士班。', '系所:限土木工程學系。年級:限二年級。']"
32031CI4020-*,工程經濟學Engineering Economics,陳介豪,3,四678/E6-A413,工程五館-A413,選修,半,"['系所:限土木工程學系。年級:限四年級。', '系所:限土木工程學系。年級:限三年級。', '系所:限土木工程學系。']"
32032CI4027-*,數值分析Numerical Analysis建議先修過程式語言和微積分,莊德興,3,四234/E-246,工程一館-246,選修,半,"['系所:限土木工程學系。年級:限四年級。指定課程:必須先修MA1003、先修MA1004。', '系所:限土木工程學系。年級:限三年級。指定課程:必須先修MA1003、先修MA1004。']"
32033CI4050-*,地理資訊系統通論Introduction to Geographic Information Systems,姜壽浩,3,三78/R2-115四Z/R2-115,太空及遙測研究中心-115,選修,半,"['學制:限學士班。', '年級:限非一年級。']"
32034CI5003-*,橋梁工程Bridge Engineering,賴順政,3,四789/E-254,工程一館-254,選修,半,"['系所:限土木工程學系碩士班、土木工程學系博士班。', '系所:限土木工程學系。年級:限四年級。']"
32038CI5019-*,Python資料分析Python for Data Analysis上限,林遠見,3,四678/E-315,工程一館-315,選修,半,"['系所:限土木工程學系碩士班、土木工程學系博士班。', '系所:限土木工程學系。年級:限三年級、四年級。']"
32039CI5026-*,基礎設施維護管理Infrastructure Management Systems,林志棟何旻哲,3,一234/E-117,工程一館-117,選修,半,[]
32042CI5034-*,社會基盤養護管理與系統化開發Maintenance Management and Systematic Development of Social Infrastructure與SA,何旻哲,3,四ABC/E-250,工程一館-250,選修,半,"['系所:限土木工程學系碩士班、土木工程學系博士班。', '系所:限土木工程學系碩士在職專班。', '系所:限土木工程學系。年級:限四年級。', '系所:限土木工程學系。年級:限三年級。']"
32043CI5038-*,振動與噪音防制Vibration and Noise Control,林志軒,3,一34Z/E-134,工程一館-134,選修,半,['學制:限碩士班、博士班。']
32044CI5040-*,預鑄工程與營建自動化Precast concrete engineering,詹耀裕,3,一678/E-134,工程一館-134,選修,半,"['系所:限土木工程學系碩士班、土木工程學系博士班。', '系所:限土木工程學系。年級:限四年級。指定課程:必須先修CI3005。', '系所:限土木工程學系。年級:限三年級。指定課程:必須先修CI3005。', '系所:限土木工程學系碩士在職專班。']"
32047CI6022-*,高等材料力學Advanced Strength of Meterials,王仲宇,3,一567/E-252,工程一館-252,選修,半,[]
32048CI6037-*,輸砂理論Theories of Sediment Transport,周憲德,3,一34/E-252五2/E-252,工程一館-252,選修,半,['系所:限土木工程學系碩士班、土木工程學系博士班。']
32049CI6042-*,地震工程Earthquake Engineering,賴勇安,3,三8/E-254五78/E-254,工程一館-254,選修,半,[]
32051CI6066-*,地盤改良Soil Improvement,張惠文,3,一789/E-247,工程一館-247,選修,半,"['系所:限土木工程學系碩士班、土木工程學系博士班。', '系所:限土木工程學系。指定課程:必須先修CI3003。']"
32052CI6069-*,公路舖面設計PAvement Design of Highway,黃偉慶,3,二5/E-246三34/E-246,工程一館-246,選修,半,[]
32054CI6092-*,硬固混凝土行為Behavior of Hardened Concrete,王韡蒨,3,二89/E-252三5/E-252,工程一館-252,選修,半,"['系所:限土木工程學系碩士班、土木工程學系博士班。指定課程:必須先修CI7027。', '系所:限土木工程學系碩士在職專班。指定課程:必須先修CI7027。', '系所:限土木工程學系。年級:限四年級。指定課程:必須先修CI7027。']"
32055CI6097-*,基礎設計Foundation Design,黃文昭,3,一56/E-250二5/E-250,工程一館-250,選修,半,"['系所:限土木工程學系。指定課程:必須擋修CI3003、擋修CI3010。', '系所:限土木工程學系碩士班、土木工程學系博士班。']"
32056CI6103-*,液,黃冠嶺,3,四567/E-252,工程一館-252,選修,半,['系所:限土木工程學系碩士班、土木工程學系博士班。']
32057CI7017-*,流體動力學Fluid Dynamics,黃冠嶺,3,二78/E-248三Z/E-248,工程一館-248,選修,半,[]
32058CI7020-*,有限元素法,張瑞宏,3,三67/E-254四6/E-254,工程一館-254,選修,半,[]
32059CI7021-*,數學規劃Mathematical Planning,顏上堯,3,三567/E-246,工程一館-246,選修,半,[]
32060CI7047-*,隧道工程學Tunnel Engineering,洪汶宜,3,一678/E-254,工程一館-254,選修,半,"['系所:限土木工程學系博士班。', '系所:限土木工程學系碩士班。', '系所:限土木工程學系。年級:限四年級。', '系所:限土木工程學系。年級:限三年級。']"
32061CI7074-*,交通控制Traffic Control,吳健生,3,四234/E-248,工程一館-248,選修,半,[]
32067CI8015-*,結構組專題討論Structural Seminar限土木結構組,許協隆,1,二67/E-250,工程一館-250,必修,半,['系所:限土木工程學系碩士班、土木工程學系博士班。']
32070CI8019-*,運工組專題討論Transportation Seminar限土木運工組,顏上堯,1,四67/E-117,工程一館-117,必修,半,['系所:限土木工程學系碩士班、土木工程學系博士班。']
32076CI9998-*,研究實習Research Training實際上課時間,教授群,0,六1/*-***,其他-***,選修,半,['學制:限碩士班、博士班。']
32077CIA021-*,論文專題,指導教授,3,六ABC/E-106,工程一館-106,選修,半,['系所:限土木工程學系碩士在職專班。']
32078CIA033-*,論文專題,指導教授,3,六ABC/E-117,工程一館-117,選修,半,['系所:限土木工程學系碩士在職專班。']
32079CIA034-*,最佳化理論在土木工程之應用Application of Optimal Theory to Civil Engineering,顏上堯,3,六678/E-254,工程一館-254,選修,半,['系所:限土木工程學系碩士在職專班。']
32080CIA042-*,水土保持工程Soil and Water Conservation Engineering,廖緯璿,3,四ABC/E-254,工程一館-254,選修,半,['系所:限土木工程學系碩士在職專班。']
32081CIA053-*,綠營建產業永續發展Green Building Industry Sustainable Development,林志棟,3,六234/E-117,工程一館-117,選修,半,['系所:限土木工程學系碩士在職專班。']
32082CIA059-*,山坡地工程Slopeland Engineering,洪汶宜,3,一ABC/E-254,工程一館-254,選修,半,['系所:限土木工程學系碩士在職專班。']
33002ME1006-B,靜力與材料力學Statics,鍾禎元,4,四78/E2-101五56/E2-101,機械館-101,必修,半,"['系所:限機械工程學系。年級:限一年級。學號:限單號。', '系所:限機械工程學系。年級:限二年級、三年級、四年級。', '系所:限工學院學士班。']"
33004ME1042-A,製造工程實習 IIExperiments of Manufacture Engineering,崔海平,1,一789/*-實習,其他-實習工廠,必修,半,"['系所:限機械工程學系。年級:限一年級。班別:限B。學號:限單號。指定課程:必須先修ME1041。且檢定指定課程平均成績達40分以上。', '系所:限機械工程學系。年級:限二年級、三年級、四年級。班別:限B。指定課程:必須先修ME1041。且檢定指定課程平均成績達40分以上。', '系所:限工學院學士班。指定課程:必須先修ME1041。且檢定指定課程平均成績達40分以上。', '系所:限機械工程學系。年級:限一年級。班別:限A、C。指定課程:必須先修ME1041。且檢定指定課程平均成績達40分以上。', '系所:限機械工程學系。年級:限二年級、三年級、四年級。班別:限A、C。指定課程:必須先修ME1041。且檢定指定課程平均成績達40分以上。']"
33005ME1042-B,製造工程實習 IIExperiments of Manufacture Engineering,洪榮洲,1,三89A/*-實習,其他-實習工廠,必修,半,"['系所:限機械工程學系。年級:限一年級。班別:限B。學號:限雙號。指定課程:必須先修ME1041。且檢定指定課程平均成績達40分以上。', '系所:限機械工程學系。年級:限二年級、三年級、四年級。班別:限B。指定課程:必須先修ME1041。且檢定指定課程平均成績達40分以上。', '系所:限機械工程學系。年級:限一年級。班別:限A、C。指定課程:必須先修ME1041。且檢定指定課程平均成績達40分以上。', '系所:限工學院學士班。指定課程:必須先修ME1041。且檢定指定課程平均成績達40分以上。', '系所:限機械工程學系。年級:限二年級、三年級、四年級。班別:限A、C。指定課程:必須先修ME1041。且檢定指定課程平均成績達40分以上。']"
33006ME2002-A,工程數學  IIEngineering Mathematics II,潘敏俊,3,一56/E2-503三34/E2-503,機械館-503,必修,半,"['系所:限機械工程學系。年級:限二年級。學號:限單號。指定課程:必須先修ME2001。且檢定指定課程平均成績達40分以上。', '系所:限機械工程學系。年級:限三年級、四年級。指定課程:必須先修ME2001。且檢定指定課程平均成績達40分以上。', '系所:限工學院學士班。指定課程:必須先修ME2001。且檢定指定課程平均成績達40分以上。']"
